1,0.00226899
2,0.0621529
3,0.062227
4,0.0622779
5,0.0618374
6,0.0621926
7,0.0619032
8,0.0621905
9,0.0622345
10,0.0623444
11,0.0621308
12,0.0622641
13,0.0622543
14,0.0622043
15,0.0622309
16,0.0622538
17,0.0621472
18,0.0623516
19,0.0619629
20,0.0623198
21,0.0620751
22,0.0619411
23,0.0623291
24,0.0621746
25,0.0621453
26,0.0621372
27,0.0622747
28,0.062249
29,0.0621758
30,0.062276
31,0.0621362
32,0.0618666
33,0.0622569
34,0.0622012
35,0.0618177
36,0.0622345
37,0.0622918
38,0.0621261
39,0.0622477
40,0.062067
41,0.0623717
42,0.0619101
43,0.0621346
44,0.0620927
45,0.0621215
46,0.0622658
47,0.0623094
48,0.0620274
49,0.0621987
50,0.0621584
51,0.0621736
52,0.0622343
53,0.0624171
54,0.0618624
55,0.0622098
56,0.0620871
57,0.0622286
58,0.0621323
59,0.0621911
60,0.0622542
61,0.0621457
62,0.0622251
63,0.0622661
64,0.0622742
65,0.062096
66,0.0624073
67,0.0620208
68,0.0622342
69,0.0621591
70,0.0622381
71,0.0620424
72,0.062198
73,0.0621526
74,0.0621565
75,0.0620772
76,0.0623392
77,0.0616069
78,0.0619653
79,0.0622731
80,0.0620376
81,0.0619984
82,0.0621691
83,0.0622431
84,0.0622712
85,0.0621526
86,0.0622407
87,0.0622267
88,0.0621458
89,0.0620244
90,0.0622625
91,0.0620939
92,0.062187
93,0.0622845
94,0.0622477
95,0.0619671
96,0.0623659
97,0.0622392
98,0.0622665
99,0.0623266
100,0.0622596
101,0.0617674
102,0.0619717
103,0.0623297
104,0.0620916
105,0.062224
106,0.0619903
107,0.0621148
108,0.0622248
109,0.0622512
110,0.0621006
111,0.0622342
112,0.0622031
113,0.0623198
114,0.0618884
115,0.0623258
116,0.0622731
117,0.0621228
118,0.0621882
119,0.0623746
120,0.061884
121,0.062118
122,0.0624071
123,0.0617994
124,0.0622771
125,0.0622797
126,0.0622552
127,0.0619389
128,0.0622374
129,0.0623319
130,0.0620563
131,0.0618628
132,0.0622087
133,0.0621389
134,0.0621428
135,0.0622444
136,0.0618094
137,0.062027
138,0.0622286
139,0.0621395
140,0.0621767
141,0.0621727
142,0.0617043
143,0.0623782
144,0.0619047
145,0.0620994
146,0.0618831
147,0.0623393
148,0.0621713
149,0.0621508
150,0.0623313
151,0.0621939
152,0.0618929
153,0.0621251
154,0.0620752
155,0.0620683
156,0.0622394
157,0.062211
158,0.0621363
159,0.0622411
160,0.0622648
161,0.0622104
162,0.0621476
163,0.0621843
164,0.0622453
165,0.0621633
166,0.0621693
167,0.0622512
168,0.0621557
169,0.0621534
170,0.0622447
171,0.0621012
172,0.0621327
173,0.0622089
174,0.0622891
175,0.0616498
176,0.0620499
177,0.0620885
178,0.0622448
179,0.0621893
180,0.0621658
181,0.0622829
182,0.0621788
183,0.061794
184,0.0621646
185,0.0621236
186,0.0620956
187,0.0623167
188,0.0622072
189,0.0622567
190,0.0621622
191,0.0622737
192,0.0619422
193,0.0622039
194,0.0619415
195,0.0621197
196,0.0622087
197,0.0621149
198,0.0619838
199,0.0622744
200,0.0623438
201,0.0620874
202,0.0622525
203,0.0622473
204,0.0623596
205,0.0620879
206,0.0621125
207,0.0621775
208,0.0620748
209,0.062307
210,0.061882
211,0.0621673
212,0.062209
213,0.0620743
214,0.0621904
215,0.0622538
216,0.0614597
217,0.0622041
218,0.0622877
219,0.0623118
220,0.0621612
221,0.0623083
222,0.0621669
223,0.0621462
224,0.0621115
225,0.0622637
226,0.0622981
227,0.0620728
228,0.0621665
229,0.0621984
230,0.0621447
231,0.0622066
232,0.0621371
233,0.0621409
234,0.062171
235,0.0620656
236,0.0620999
237,0.062206
238,0.0622847
239,0.0621104
240,0.0622185
241,0.0621612
242,0.0622666
243,0.0621932
244,0.0622597
245,0.0621342
246,0.0622658
247,0.0622295
248,0.0621342
249,0.0620799
250,0.0623047
251,0.0621939
252,0.0622215
253,0.062248
254,0.0621035
255,0.0619224
256,0.0623533
257,0.0621804
258,0.0617915
259,0.0622527
260,0.0623866
261,0.0618686
262,0.0622407
263,0.0621617
264,0.0622279
265,0.0621499
266,0.0622642
267,0.062158
268,0.0622187
269,0.0621013
270,0.0619708
271,0.0621395
272,0.0620059
